score,word_count,cell_count,has_verbish,has_nounish,phrase,word1,instance_id1,start1,end1,path1,word2,instance_id2,start2,end2,path2,word3,instance_id3,start3,end3,path3
13,3,6,True,False,the go a,the,6,I1,J2,I1 -> J1 -> J2,go,43,J3,K3,J3 -> K3,a,58,J4,J4,J4
12,3,8,False,True,the to end,the,6,I1,J2,I1 -> J1 -> J2,to,20,K2,K3,K2 -> K3,end,59,K4,K5,K4 -> L4 -> K5
12,3,8,False,True,the to end,the,6,I1,J2,I1 -> J1 -> J2,to,20,K2,K3,K2 -> K3,end,60,K4,K5,K4 -> L5 -> K5
7,3,6,False,False,the to a,the,6,I1,J2,I1 -> J1 -> J2,to,20,K2,K3,K2 -> K3,a,58,J4,J4,J4
12,3,8,False,True,the on end,the,6,I1,J2,I1 -> J1 -> J2,on,44,K3,L4,K3 -> L4,end,60,K4,K5,K4 -> L5 -> K5
12,3,8,False,True,the on end,the,6,I1,J2,I1 -> J1 -> J2,on,44,K3,L4,K3 -> L4,end,75,M5,K5,M5 -> L5 -> K5
5,3,7,False,False,the on in,the,6,I1,J2,I1 -> J1 -> J2,on,44,K3,L4,K3 -> L4,in,47,M3,M2,M3 -> M2
28,3,12,True,True,start nine get,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,40,J3,I1,J3 -> I2 -> I1
28,3,12,True,True,start nine get,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,41,J3,I1,J3 -> J2 -> I1
28,3,11,True,True,start nine go,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,go,43,J3,K3,J3 -> K3
24,3,11,True,True,start nine in,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6
24,3,10,True,True,start nine a,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4
27,3,9,True,True,start an go,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,go,22,L2,K3,L2 -> K3
23,3,9,True,True,start an in,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,an,27,N2,M2,N2 -> M2,in,48,M3,L4,M3 -> L4
31,3,10,True,True,start a nine,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,23,M2,K4,M2 -> M3 -> L4 -> K4
31,3,10,True,True,start a nine,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,nine,24,M2,M5,M2 -> M3 -> L4 -> M5
23,3,8,True,True,start a in,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,in,47,M3,M2,M3 -> M2
23,3,8,True,True,start a in,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1,a,25,N2,N2,N2,in,48,M3,L4,M3 -> L4
17,3,8,True,True,a nine get,a,8,L1,L1,L1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,40,J3,I1,J3 -> I2 -> I1
17,3,8,True,True,a nine get,a,8,L1,L1,L1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,41,J3,I1,J3 -> J2 -> I1
17,3,8,True,True,a nine get,a,8,L1,L1,L1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,get,42,J3,K2,J3 -> J2 -> K2
17,3,7,True,True,a nine go,a,8,L1,L1,L1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,go,43,J3,K3,J3 -> K3
13,3,7,False,True,a nine in,a,8,L1,L1,L1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,in,73,J5,J6,J5 -> J6
13,3,6,False,True,a nine a,a,8,L1,L1,L1,nine,23,M2,K4,M2 -> M3 -> L4 -> K4,a,58,J4,J4,J4
18,3,7,False,True,a two end,a,8,L1,L1,L1,two,21,K2,K3,K2 -> L3 -> K3,end,59,K4,K5,K4 -> L4 -> K5
18,3,7,False,True,a two end,a,8,L1,L1,L1,two,21,K2,K3,K2 -> L3 -> K3,end,60,K4,K5,K4 -> L5 -> K5
17,3,7,True,True,a two get,a,8,L1,L1,L1,two,21,K2,K3,K2 -> L3 -> K3,get,40,J3,I1,J3 -> I2 -> I1
17,3,7,True,True,a two get,a,8,L1,L1,L1,two,21,K2,K3,K2 -> L3 -> K3,get,41,J3,I1,J3 -> J2 -> I1
13,3,5,False,True,a two a,a,8,L1,L1,L1,two,21,K2,K3,K2 -> L3 -> K3,a,58,J4,J4,J4
14,3,6,True,True,a go end,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,end,59,K4,K5,K4 -> L4 -> K5
14,3,6,True,True,a go end,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,end,60,K4,K5,K4 -> L5 -> K5
13,3,6,True,False,a go get,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,get,40,J3,I1,J3 -> I2 -> I1
13,3,6,True,False,a go get,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,get,41,J3,I1,J3 -> J2 -> I1
13,3,6,True,False,a go get,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,get,42,J3,K2,J3 -> J2 -> K2
13,3,6,True,False,a go the,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,the,18,K2,I2,K2 -> J1 -> I2
13,3,6,True,False,a go the,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,the,19,K2,J2,K2 -> J1 -> J2
13,3,4,True,False,a go a,a,8,L1,L1,L1,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4
9,3,7,True,False,a the get,a,8,L1,L1,L1,the,18,K2,I2,K2 -> J1 -> I2,get,41,J3,I1,J3 -> J2 -> I1
9,3,6,True,False,a the go,a,8,L1,L1,L1,the,18,K2,I2,K2 -> J1 -> I2,go,43,J3,K3,J3 -> K3
5,3,7,False,False,a the and,a,8,L1,L1,L1,the,18,K2,I2,K2 -> J1 -> I2,and,15,H2,H1,H2 -> G1 -> H1
5,3,7,False,False,a the and,a,8,L1,L1,L1,the,18,K2,I2,K2 -> J1 -> I2,and,16,H2,G2,H2 -> G1 -> G2
5,3,6,False,False,a the an,a,8,L1,L1,L1,the,18,K2,I2,K2 -> J1 -> I2,an,14,H2,G1,H2 -> G1
5,3,6,False,False,a the at,a,8,L1,L1,L1,the,18,K2,I2,K2 -> J1 -> I2,at,17,H2,I1,H2 -> I1
5,3,5,False,False,a the a,a,8,L1,L1,L1,the,18,K2,I2,K2 -> J1 -> I2,a,13,H2,H2,H2
13,3,7,False,True,a the one,a,8,L1,L1,L1,the,19,K2,J2,K2 -> J1 -> J2,one,45,K3,K4,K3 -> L4 -> K4
13,3,7,False,True,a the one,a,8,L1,L1,L1,the,19,K2,J2,K2 -> J1 -> J2,one,46,K3,M5,K3 -> L4 -> M5
9,3,7,True,False,a the get,a,8,L1,L1,L1,the,19,K2,J2,K2 -> J1 -> J2,get,40,J3,I1,J3 -> I2 -> I1
9,3,6,True,False,a the go,a,8,L1,L1,L1,the,19,K2,J2,K2 -> J1 -> J2,go,43,J3,K3,J3 -> K3
5,3,6,False,False,a the on,a,8,L1,L1,L1,the,19,K2,J2,K2 -> J1 -> J2,on,44,K3,L4,K3 -> L4
12,3,6,False,True,a to end,a,8,L1,L1,L1,to,20,K2,K3,K2 -> K3,end,59,K4,K5,K4 -> L4 -> K5
12,3,6,False,True,a to end,a,8,L1,L1,L1,to,20,K2,K3,K2 -> K3,end,60,K4,K5,K4 -> L5 -> K5
9,3,6,True,False,a to get,a,8,L1,L1,L1,to,20,K2,K3,K2 -> K3,get,40,J3,I1,J3 -> I2 -> I1
9,3,6,True,False,a to get,a,8,L1,L1,L1,to,20,K2,K3,K2 -> K3,get,41,J3,I1,J3 -> J2 -> I1
7,3,4,False,False,a to a,a,8,L1,L1,L1,to,20,K2,K3,K2 -> K3,a,58,J4,J4,J4
16,3,8,True,True,at one get,at,9,L1,K2,L1 -> K2,one,45,K3,K4,K3 -> L4 -> K4,get,40,J3,I1,J3 -> I2 -> I1
16,3,8,True,True,at one get,at,9,L1,K2,L1 -> K2,one,45,K3,K4,K3 -> L4 -> K4,get,41,J3,I1,J3 -> J2 -> I1
12,3,7,False,True,at one in,at,9,L1,K2,L1 -> K2,one,45,K3,K4,K3 -> L4 -> K4,in,73,J5,J6,J5 -> J6
12,3,6,False,True,at one a,at,9,L1,K2,L1 -> K2,one,45,K3,K4,K3 -> L4 -> K4,a,58,J4,J4,J4
13,3,7,True,False,at get an,at,9,L1,K2,L1 -> K2,get,40,J3,I1,J3 -> I2 -> I1,an,14,H2,G1,H2 -> G1
13,3,6,True,False,at get a,at,9,L1,K2,L1 -> K2,get,40,J3,I1,J3 -> I2 -> I1,a,13,H2,H2,H2
9,3,8,True,False,at get and,at,9,L1,K2,L1 -> K2,get,40,J3,I1,J3 -> I2 -> I1,and,15,H2,H1,H2 -> G1 -> H1
9,3,8,True,False,at get and,at,9,L1,K2,L1 -> K2,get,40,J3,I1,J3 -> I2 -> I1,and,16,H2,G2,H2 -> G1 -> G2
13,3,7,True,False,at get an,at,9,L1,K2,L1 -> K2,get,41,J3,I1,J3 -> J2 -> I1,an,14,H2,G1,H2 -> G1
13,3,6,True,False,at get a,at,9,L1,K2,L1 -> K2,get,41,J3,I1,J3 -> J2 -> I1,a,13,H2,H2,H2
9,3,8,True,False,at get and,at,9,L1,K2,L1 -> K2,get,41,J3,I1,J3 -> J2 -> I1,and,15,H2,H1,H2 -> G1 -> H1
9,3,8,True,False,at get and,at,9,L1,K2,L1 -> K2,get,41,J3,I1,J3 -> J2 -> I1,and,16,H2,G2,H2 -> G1 -> G2
14,3,7,True,True,at go end,at,9,L1,K2,L1 -> K2,go,22,L2,K3,L2 -> K3,end,59,K4,K5,K4 -> L4 -> K5
14,3,7,True,True,at go end,at,9,L1,K2,L1 -> K2,go,22,L2,K3,L2 -> K3,end,60,K4,K5,K4 -> L5 -> K5
13,3,7,True,False,at go get,at,9,L1,K2,L1 -> K2,go,22,L2,K3,L2 -> K3,get,40,J3,I1,J3 -> I2 -> I1
13,3,7,True,False,at go get,at,9,L1,K2,L1 -> K2,go,22,L2,K3,L2 -> K3,get,41,J3,I1,J3 -> J2 -> I1
13,3,5,True,False,at go a,at,9,L1,K2,L1 -> K2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4
14,3,7,True,True,at go end,at,9,L1,K2,L1 -> K2,go,43,J3,K3,J3 -> K3,end,59,K4,K5,K4 -> L4 -> K5
14,3,7,True,True,at go end,at,9,L1,K2,L1 -> K2,go,43,J3,K3,J3 -> K3,end,60,K4,K5,K4 -> L5 -> K5
13,3,5,True,False,at go a,at,9,L1,K2,L1 -> K2,go,43,J3,K3,J3 -> K3,a,58,J4,J4,J4
12,3,7,False,True,at on end,at,9,L1,K2,L1 -> K2,on,44,K3,L4,K3 -> L4,end,60,K4,K5,K4 -> L5 -> K5
12,3,7,False,True,at on end,at,9,L1,K2,L1 -> K2,on,44,K3,L4,K3 -> L4,end,75,M5,K5,M5 -> L5 -> K5
5,3,6,False,False,at on in,at,9,L1,K2,L1 -> K2,on,44,K3,L4,K3 -> L4,in,47,M3,M2,M3 -> M2
14,3,7,True,True,an go end,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,end,59,K4,K5,K4 -> L4 -> K5
14,3,7,True,True,an go end,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,end,60,K4,K5,K4 -> L5 -> K5
13,3,7,True,False,an go get,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,get,40,J3,I1,J3 -> I2 -> I1
13,3,7,True,False,an go get,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,get,41,J3,I1,J3 -> J2 -> I1
13,3,7,True,False,an go get,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,get,42,J3,K2,J3 -> J2 -> K2
13,3,7,True,False,an go the,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,the,18,K2,I2,K2 -> J1 -> I2
13,3,7,True,False,an go the,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,the,19,K2,J2,K2 -> J1 -> J2
13,3,5,True,False,an go a,an,10,L1,M2,L1 -> M2,go,22,L2,K3,L2 -> K3,a,58,J4,J4,J4
12,3,7,False,True,an in end,an,10,L1,M2,L1 -> M2,in,48,M3,L4,M3 -> L4,end,60,K4,K5,K4 -> L5 -> K5
12,3,7,False,True,an in end,an,10,L1,M2,L1 -> M2,in,48,M3,L4,M3 -> L4,end,75,M5,K5,M5 -> L5 -> K5
5,3,5,False,False,an a in,an,10,L1,M2,L1 -> M2,a,25,N2,N2,N2,in,48,M3,L4,M3 -> L4
5,3,6,True,False,of is in,of,11,F2,E1,F2 -> E1,is,0,D1,E2,D1 -> E2,in,3,F1,G1,F1 -> G1
5,3,5,True,False,of is a,of,11,F2,E1,F2 -> E1,is,0,D1,E2,D1 -> E2,a,39,F3,F3,F3
7,3,5,False,False,of in a,of,11,F2,E1,F2 -> E1,in,3,F1,G1,F1 -> G1,a,13,H2,H2,H2
5,3,6,False,False,of in at,of,11,F2,E1,F2 -> E1,in,3,F1,G1,F1 -> G1,at,17,H2,I1,H2 -> I1
5,3,5,True,False,of is a,of,11,F2,E1,F2 -> E1,is,4,F1,E2,F1 -> E2,a,39,F3,F3,F3
7,3,6,False,False,on a the,on,12,F2,G1,F2 -> G1,a,13,H2,H2,H2,the,5,I1,I2,I1 -> J1 -> I2
7,3,6,False,False,on a the,on,12,F2,G1,F2 -> G1,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2
5,3,5,True,False,on is a,on,12,F2,G1,F2 -> G1,is,4,F1,E2,F1 -> E2,a,39,F3,F3,F3
9,3,7,True,False,a the get,a,13,H2,H2,H2,the,5,I1,I2,I1 -> J1 -> I2,get,42,J3,K2,J3 -> J2 -> K2
9,3,6,True,False,a the go,a,13,H2,H2,H2,the,5,I1,I2,I1 -> J1 -> I2,go,43,J3,K3,J3 -> K3
18,3,9,True,True,a the start,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
13,3,7,False,True,a the two,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,two,21,K2,K3,K2 -> L3 -> K3
13,3,7,False,True,a the one,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,one,45,K3,K4,K3 -> L4 -> K4
13,3,7,False,True,a the one,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,one,46,K3,M5,K3 -> L4 -> M5
9,3,6,True,False,a the go,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,go,43,J3,K3,J3 -> K3
5,3,6,False,False,a the to,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,to,20,K2,K3,K2 -> K3
5,3,6,False,False,a the on,a,13,H2,H2,H2,the,6,I1,J2,I1 -> J1 -> J2,on,44,K3,L4,K3 -> L4
5,3,6,True,False,an is of,an,14,H2,G1,H2 -> G1,is,4,F1,E2,F1 -> E2,of,11,F2,E1,F2 -> E1
5,3,5,True,False,an is a,an,14,H2,G1,H2 -> G1,is,4,F1,E2,F1 -> E2,a,39,F3,F3,F3
5,3,6,True,False,an of is,an,14,H2,G1,H2 -> G1,of,11,F2,E1,F2 -> E1,is,0,D1,E2,D1 -> E2
5,3,6,True,False,an of is,an,14,H2,G1,H2 -> G1,of,11,F2,E1,F2 -> E1,is,4,F1,E2,F1 -> E2
9,3,9,True,False,and the get,and,15,H2,H1,H2 -> G1 -> H1,the,5,I1,I2,I1 -> J1 -> I2,get,42,J3,K2,J3 -> J2 -> K2
9,3,8,True,False,and the go,and,15,H2,H1,H2 -> G1 -> H1,the,5,I1,I2,I1 -> J1 -> I2,go,43,J3,K3,J3 -> K3
18,3,11,True,True,and the start,and,15,H2,H1,H2 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,start,7,K1,N1,K1 -> K2 -> L1 -> M1 -> N1
13,3,9,False,True,and the two,and,15,H2,H1,H2 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,two,21,K2,K3,K2 -> L3 -> K3
13,3,9,False,True,and the one,and,15,H2,H1,H2 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,one,45,K3,K4,K3 -> L4 -> K4
13,3,9,False,True,and the one,and,15,H2,H1,H2 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,one,46,K3,M5,K3 -> L4 -> M5
9,3,8,True,False,and the go,and,15,H2,H1,H2 -> G1 -> H1,the,6,I1,J2,I1 -> J1 -> J2,go,43,J3,K3,J3 -> K3
